id,19930101,-39,-85,-4
id,19930102,-38,-88,4
id,19930103,-77,-103,-33
id,19930104,-49,-96,-19
id,19930105,16,-19,54
id,19930106,80,53,96
id,19930107,46,2,94
id,19930108,53,13,97
id,19930109,69,7,112
id,19930110,107,81,124
id,19930111,99,66,117
id,19930112,59,33,78
id,19930113,71,41,151
id,19930114,64,41,86
id,19930115,88,36,125
id,19930116,115,94,141
id,19930117,91,51,115
id,19930118,55,36,84
id,19930119,61,37,93
id,19930120,97,87,110
id,19930121,98,74,123
id,19930122,95,64,122
id,19930123,76,53,116
id,19930124,94,47,120
id,19930125,35,9,71
id,19930126,38,9,56
id,19930127,42,14,61
id,19930128,65,26,93
id,19930129,45,-1,86
id,19930130,11,-12,39
id,19930131,3,-23,39
id,19930201,-16,-51,15
id,19930202,21,4,31
id,19930203,24,-1,37
id,19930204,-1,-12,9
id,19930205,22,2,40
id,19930206,52,31,70
id,19930207,57,39,71
id,19930208,50,36,63
id,19930209,47,36,55
id,19930210,27,19,39
id,19930211,10,-3,21
id,19930212,10,-14,57
id,19930213,-8,-21,11
id,19930214,-13,-23,0
id,19930215,14,-5,33
id,19930216,50,4,86
id,19930217,69,35,84
id,19930218,61,26,79
id,19930219,61,32,79
id,19930220,48,17,75
id,19930221,35,10,63
id,19930222,13,-9,52
id,19930223,0,-29,36
id,19930224,-11,-32,16
id,19930225,18,-8,38
id,19930226,26,15,38
id,19930227,20,-22,47
id,19930228,-2,-39,43
id,19930301,8,-37,41
id,19930302,21,-1,61
id,19930303,-6,-28,25
id,19930304,5,-25,31
id,19930305,26,-23,55
id,19930306,61,50,89
id,19930307,54,34,75
id,19930308,41,3,91
id,19930309,32,-13,83
id,19930310,66,6,122
id,19930311,73,28,138
id,19930312,81,6,161
id,19930313,81,15,162
id,19930314,91,2,173
id,19930315,106,39,176
id,19930316,92,72,127
id,19930317,99,73,137
id,19930318,94,51,123
id,19930319,58,12,107
id,19930320,57,-14,122
id,19930321,86,6,153
id,19930322,96,67,141
id,19930323,66,19,95
id,19930324,53,0,99
id,19930325,48,15,88
id,19930326,51,-2,101
id,19930327,23,-45,83
id,19930328,21,-36,78
id,19930329,29,-29,96
id,19930330,70,-9,130
id,19930331,112,72,149
id,19930401,97,66,138
id,19930402,60,4,101
id,19930403,63,-4,123
id,19930404,59,13,85
id,19930405,62,5,103
id,19930406,84,64,106
id,19930407,72,25,92
id,19930408,66,-1,101
id,19930409,90,23,131
id,19930410,91,41,129
id,19930411,76,43,109
id,19930412,82,36,125
id,19930413,78,16,130
id,19930414,93,37,143
id,19930415,86,31,144
id,19930416,96,43,157
id,19930417,103,94,113
id,19930418,104,74,133
id,19930419,100,73,120
id,19930420,145,73,218
id,19930421,140,70,210
id,19930422,119,63,180
id,19930423,144,92,192
id,19930424,169,128,218
id,19930425,150,98,202
id,19930426,147,103,209
id,19930427,163,105,236
id,19930428,197,101,269
id,19930429,205,136,268
id,19930430,203,139,269
id,19930501,164,95,234
id,19930502,103,90,130
id,19930503,93,35,125
id,19930504,84,2,139
id,19930505,86,23,136
id,19930506,96,32,153
id,19930507,112,73,147
id,19930508,138,93,194
id,19930509,162,88,253
id,19930510,180,116,252
id,19930511,199,133,261
id,19930512,190,127,252
id,19930513,126,99,158
id,19930514,116,90,144
id,19930515,106,61,153
id,19930516,125,51,189
id,19930517,184,101,245
id,19930518,173,145,219
id,19930519,160,110,212
id,19930520,162,112,229
id,19930521,120,62,157
id,19930522,131,44,195
id,19930523,160,83,219
id,19930524,187,110,255
id,19930525,179,124,244
id,19930526,174,105,241
id,19930527,142,114,157
id,19930528,115,103,131
id,19930529,156,106,205
id,19930530,169,127,208
id,19930531,141,112,171
id,19930601,153,102,202
id,19930602,162,129,224
id,19930603,139,125,175
id,19930604,170,106,212
id,19930605,192,147,237
id,19930606,179,122,238
id,19930607,177,98,244
id,19930608,194,98,266
id,19930609,223,135,290
id,19930610,229,174,289
id,19930611,183,139,227
id,19930612,135,116,159
id,19930613,134,85,174
id,19930614,123,107,140
id,19930615,133,95,177
id,19930616,131,113,146
id,19930617,153,108,196
id,19930618,150,129,171
id,19930619,158,136,184
id,19930620,155,107,196
id,19930621,141,81,185
id,19930622,142,85,186
id,19930623,130,77,182
id,19930624,123,66,173
id,19930625,130,89,159
id,19930626,143,97,184
id,19930627,154,105,188
id,19930628,146,102,184
id,19930629,181,97,240
id,19930630,195,120,263
id,19930701,181,114,248
id,19930702,172,118,235
id,19930703,189,106,237
id,19930704,211,159,265
id,19930705,151,114,177
id,19930706,150,110,182
id,19930707,149,112,175
id,19930708,168,86,231
id,19930709,162,123,231
id,19930710,138,104,178
id,19930711,126,73,171
id,19930712,113,53,173
id,19930713,145,70,190
id,19930714,152,119,179
id,19930715,161,123,181
id,19930716,188,166,226
id,19930717,178,149,202
id,19930718,165,124,211
id,19930719,151,131,181
id,19930720,148,129,195
id,19930721,146,104,179
id,19930722,150,92,197
id,19930723,175,135,219
id,19930724,185,155,240
id,19930725,149,117,188
id,19930726,151,107,183
id,19930727,152,129,175
id,19930728,178,150,208
id,19930729,184,160,227
id,19930730,169,154,186
id,19930731,162,132,190
id,19930801,158,127,195
id,19930802,188,143,243
id,19930803,168,125,209
id,19930804,170,139,215
id,19930805,167,134,210
id,19930806,152,100,186
id,19930807,174,99,223
id,19930808,160,104,215
id,19930809,162,112,186
id,19930810,145,98,172
id,19930811,148,76,183
id,19930812,161,126,192
id,19930813,148,101,197
id,19930814,163,105,224
id,19930815,173,127,231
id,19930816,164,126,209
id,19930817,155,117,198
id,19930818,160,93,217
id,19930819,160,86,220
id,19930820,166,128,209
id,19930821,176,120,215
id,19930822,118,78,147
id,19930823,121,85,167
id,19930824,127,75,180
id,19930825,128,84,177
id,19930826,141,92,184
id,19930827,129,81,157
id,19930828,128,64,182
id,19930829,123,44,191
id,19930830,145,107,174
id,19930831,143,114,180
id,19930901,142,105,182
id,19930902,142,107,167
id,19930903,135,116,163
id,19930904,125,98,165
id,19930905,126,74,179
id,19930906,122,38,191
id,19930907,145,79,205
id,19930908,161,122,208
id,19930909,160,126,210
id,19930910,147,113,189
id,19930911,134,100,188
id,19930912,142,79,195
id,19930913,124,93,138
id,19930914,124,106,144
id,19930915,139,121,175
id,19930916,124,101,145
id,19930917,94,47,120
id,19930918,95,25,155
id,19930919,120,60,189
id,19930920,171,99,232
id,19930921,159,97,192
id,19930922,143,99,167
id,19930923,140,113,176
id,19930924,126,101,157
id,19930925,120,110,130
id,19930926,112,103,124
id,19930927,121,104,141
id,19930928,108,77,139
id,19930929,111,72,162
id,19930930,115,91,147
id,19931001,132,109,151
id,19931002,121,91,163
id,19931003,115,86,129
id,19931004,127,99,171
id,19931005,141,93,181
id,19931006,139,114,171
id,19931007,127,93,164
id,19931008,129,102,164
id,19931009,111,89,144
id,19931010,112,78,155
id,19931011,137,110,177
id,19931012,143,119,175
id,19931013,137,115,164
id,19931014,80,43,117
id,19931015,58,7,113
id,19931016,51,1,88
id,19931017,52,-6,114
id,19931018,38,-6,92
id,19931019,30,-17,96
id,19931020,56,-14,96
id,19931021,71,45,104
id,19931022,68,43,94
id,19931023,66,43,87
id,19931024,70,55,89
id,19931025,90,66,108
id,19931026,97,78,123
id,19931027,92,81,106
id,19931028,76,35,106
id,19931029,51,14,105
id,19931030,39,11,80
id,19931031,25,17,39
id,19931101,23,18,31
id,19931102,34,16,50
id,19931103,72,41,114
id,19931104,91,33,173
id,19931105,58,30,100
id,19931106,60,52,67
id,19931107,55,48,62
id,19931108,62,37,73
id,19931109,71,39,108
id,19931110,80,69,89
id,19931111,80,60,103
id,19931112,65,43,97
id,19931113,67,46,91
id,19931114,77,56,115
id,19931115,61,16,86
id,19931116,14,-16,44
id,19931117,9,-22,49
id,19931118,-11,-30,20
id,19931119,-13,-44,36
id,19931120,-8,-56,19
id,19931121,-48,-57,-14
id,19931122,-59,-84,-24
id,19931123,-36,-89,2
id,19931124,-30,-63,3
id,19931125,-10,-39,35
id,19931126,-13,-50,17
id,19931127,-27,-39,-19
id,19931128,-20,-39,-5
id,19931129,-22,-46,15
id,19931130,-28,-47,-10
id,19931201,-5,-23,17
id,19931202,72,17,99
id,19931203,91,78,99
id,19931204,80,32,110
id,19931205,54,23,79
id,19931206,69,61,78
id,19931207,55,31,69
id,19931208,60,26,108
id,19931209,84,59,98
id,19931210,63,45,81
id,19931211,44,17,63
id,19931212,33,-7,56
id,19931213,79,23,100
id,19931214,18,-6,36
id,19931215,26,5,39
id,19931216,57,36,72
id,19931217,57,37,77
id,19931218,98,77,119
id,19931219,109,73,134
id,19931220,47,25,74
id,19931221,19,6,42
id,19931222,48,37,68
id,19931223,42,21,58
id,19931224,40,20,51
id,19931225,-6,-33,21
id,19931226,21,-7,30
id,19931227,25,15,42
id,19931228,19,6,33
id,19931229,54,19,78
id,19931230,68,52,85
id,19931231,58,29,80
