id,19940915,124,110,141
id,19940916,117,96,145
id,19940917,115,95,136
id,19940918,131,107,171
id,19940919,124,103,162
id,19940920,109,99,121
id,19940921,132,97,178
id,19940922,125,85,181
id,19940923,139,72,197
id,19940924,146,99,202
id,19940925,148,90,207
id,19940926,143,112,186
id,19940927,137,109,164
id,19940928,129,88,179
id,19940929,139,125,158
id,19940930,139,109,166
id,19941001,130,109,151
id,19941002,136,109,172
id,19941003,96,42,148
id,19941004,60,38,97
id,19941005,79,48,118
id,19941006,93,53,126
id,19941007,84,36,135
id,19941008,79,18,139
id,19941009,89,43,156
id,19941010,92,31,156
id,19941011,93,40,169
id,19941012,77,20,142
id,19941013,104,75,160
id,19941014,100,37,187
id,19941015,94,31,176
id,19941016,103,80,128
id,19941017,58,13,103
id,19941018,53,-2,109
id,19941019,75,28,120
id,19941020,75,31,113
id,19941021,97,58,131
id,19941022,127,85,150
id,19941023,123,94,168
id,19941024,101,81,138
id,19941025,96,77,125
id,19941026,82,59,112
id,19941027,76,57,105
id,19941028,74,51,111
id,19941029,84,48,118
id,19941030,139,103,154
id,19941031,131,116,150
id,19941101,102,44,133
id,19941102,67,16,118
id,19941103,116,68,157
id,19941104,139,110,177
id,19941105,133,105,175
id,19941106,123,102,149
id,19941107,111,102,124
id,19941108,101,85,116
id,19941109,95,69,115
id,19941110,105,97,118
id,19941111,106,98,117
id,19941112,97,73,116
id,19941113,113,92,135
id,19941114,140,128,148
id,19941115,126,107,142
id,19941116,93,61,115
id,19941117,93,64,115
id,19941118,97,70,123
id,19941119,114,66,145
id,19941120,135,91,147
id,19941121,88,65,116
id,19941122,80,50,113
id,19941123,106,67,126
id,19941124,92,30,119
id,19941125,70,21,113
id,19941126,112,94,123
id,19941127,99,94,107
id,19941128,84,19,126
id,19941129,63,25,80
id,19941130,55,41,60
id,19941201,31,10,64
id,19941202,20,-2,47
id,19941203,80,22,124
id,19941204,96,65,128
id,19941205,95,77,109
id,19941206,74,47,102
id,19941207,69,39,97
id,19941208,86,58,104
id,19941209,55,-10,95
id,19941210,64,-13,137
id,19941211,129,114,140
id,19941212,126,111,137
id,19941213,99,58,135
id,19941214,29,-9,78
id,19941215,0,-27,16
id,19941216,30,-7,90
id,19941217,29,-7,61
id,19941218,60,51,67
id,19941219,53,27,70
id,19941220,31,-4,64
id,19941221,19,-19,62
id,19941222,-10,-37,47
id,19941223,-15,-39,0
id,19941224,-41,-67,-1
id,19941225,-28,-56,-5
id,19941226,17,-5,53
id,19941227,93,53,113
id,19941228,125,108,140
id,19941229,109,73,134
id,19941230,67,57,81
id,19941231,50,14,75
